url,date
https://www.thedrive.com/the-war-zone/21995/we-now-know-definitively-what-saudi-arabias-mysterious-armored-super-trucks-are-for,2018-07-06
https://www.thedrive.com/the-war-zone/22029/israel-denies-it-met-with-the-uae-over-the-f-35-despite-growing-ties-between-the-countries,2018-07-09
https://www.thedrive.com/the-war-zone/21999/you-have-to-see-the-rest-of-what-may-be-the-coolest-shot-of-the-b-2-stealth-bomber-ever,2018-07-06
https://www.thedrive.com/the-war-zone/21964/u-k-blames-russia-for-second-chemical-attack-as-potential-for-future-attacks-grow,2018-07-05
https://www.thedrive.com/the-war-zone/21948/the-british-army-hoped-this-rifle-couldve-helped-halt-the-american-revolution,2018-07-04
https://www.thedrive.com/the-war-zone/21952/this-is-what-a-continental-army-soldier-carried-during-the-revolutionary-war,2018-07-04
https://www.thedrive.com/the-war-zone/22008/israel-posts-pic-of-ch-53-yasur-helicopter-with-unknown-roll-on-electronic-warfare-suite,2018-07-07
https://www.thedrive.com/the-war-zone/21991/northrop-grumman-wants-in-on-japans-stealth-fighter-project,2018-07-06
https://www.thedrive.com/the-war-zone/21975/china-looks-to-replace-its-j-15-carrier-fighter-jets-amid-reports-of-crashes,2018-07-05
https://www.thedrive.com/the-war-zone/26937/the-usafs-plan-to-buy-six-light-attack-aircraft-is-just-the-latest-in-its-never-ending-experiment,2019-03-13
https://www.thedrive.com/the-war-zone/26893/russia-unveils-plans-for-sleek-high-speed-arctic-rescue-chopper-with-jet-thruster-in-its-tail,2019-03-11
https://www.thedrive.com/the-war-zone/26961/the-royal-air-force-has-said-goodbye-to-the-tornado-after-an-amazing-40-year-career,2019-03-15
https://www.thedrive.com/the-war-zone/26959/the-futuristic-cold-war-era-sage-air-defense-bunkers-looked-right-out-of-a-kubrick-film,2019-03-14
https://www.thedrive.com/the-war-zone/26940/u-s-special-operators-are-getting-new-sniper-rifles-for-the-second-time-in-six-years,2019-03-13
https://www.thedrive.com/the-war-zone/26990/air-controller-wowed-by-pilots-ability-to-see-mystery-object-over-vegas-with-night-vision,2019-03-17
https://www.thedrive.com/the-war-zone/26991/home-of-strategic-command-and-some-of-usafs-most-prized-aircraft-is-flooding,2019-03-17
https://www.thedrive.com/the-war-zone/26951/cia-linked-plane-makes-brief-trip-to-venezuela-as-american-diplomats-evacuate,2019-03-14
https://www.thedrive.com/the-war-zone/26973/this-crazy-contraption-was-supposed-to-help-aussie-troops-carry-their-guns-it-did-the-opposite,2019-03-15
https://www.thedrive.com/the-war-zone/26924/marines-lay-out-plans-for-their-own-mq-9-reaper-drone-force-in-new-budget-request,2019-03-12
